id,name,year,artist_id,category_id
13126,Tyler,1039,4994,62
13127,Bonnie,1326,3206,77
13128,Joshua,1652,2838,72
13129,Kathy,1114,861,33
13130,Alex,1860,511,35
13131,Jessica,1848,2421,119
13132,Nicole,769,3583,24
13133,Stephanie,1472,3201,2
13134,Anna,1217,4942,17
13135,Tamara,1512,1183,134
13136,Philip,1228,2813,103
13137,Maria,1451,1096,141
13138,Sara,1408,58,5
13139,Jared,1284,200,84
13140,Karla,785,3248,3
13141,Anne,1274,3686,93
13142,Karen,1806,2098,108
13143,Rodney,1985,107,44
13144,Scott,1633,685,42
13145,Claudia,1151,2017,107
13146,Stephen,1150,3128,80
13147,Jennifer,1051,365,80
13148,Michelle,1849,651,78
13149,Thomas,1936,1468,31
13150,Joel,1819,1137,55
13151,Nancy,961,1140,67
13152,Lauren,1865,3744,86
13153,Christopher,1753,2637,3
13154,Jessica,935,1082,10
13155,Kellie,1267,2341,23
13156,Jose,1960,1289,13
13157,Erin,1854,4278,40
13158,Eric,1627,2459,94
13159,Angel,956,4210,92
13160,Cynthia,1519,2225,15
13161,Bradley,1378,288,131
13162,Tammy,895,3648,11
13163,Mark,1032,819,106
13164,Brian,1863,3006,129
13165,Brandi,805,4634,138
13166,Stephen,1558,3485,84
13167,Mary,1947,4790,18
13168,Andrew,1637,26,64
13169,Kimberly,1453,3654,66
13170,Jamie,1861,3592,70
13171,Sonya,993,3118,34
13172,Darren,1547,1465,89
13173,Jill,1060,1692,64
13174,Cassandra,953,3404,115
13175,Patricia,1302,2845,126
13176,Brooke,1290,3202,85
13177,Cameron,1067,4320,24
13178,James,986,1052,79
13179,Brenda,1944,4254,82
13180,Robert,1201,2736,85
13181,Shannon,1793,3791,112
13182,Scott,1320,4824,60
13183,Victoria,1470,3799,64
13184,Timothy,1064,4095,88
13185,Robert,1596,3737,15
13186,Ryan,1712,1815,53
13187,Eric,1003,3524,89
13188,Stacy,915,3301,94
13189,Kevin,1128,4781,39
13190,Nicole,877,1346,57
13191,Isabella,1505,4555,94
13192,Brianna,1765,4884,112
13193,Christopher,1413,1521,24
13194,Amanda,1015,3860,37
13195,Justin,1142,601,110
13196,Jenna,1727,3755,133
13197,Tanya,1339,2106,65
13198,Gabriel,1523,4091,131
13199,Stacey,1223,4855,55
13200,Ian,1842,3699,1
13201,David,1604,4770,88
13202,Dan,1515,4881,20
13203,Sherry,1254,2056,98
13204,Colleen,1309,2052,64
13205,Isabella,942,2607,113
13206,Lauren,1169,2175,135
13207,Jenny,1589,3643,84
13208,Lawrence,1535,3519,68
13209,Ashley,1654,854,73
13210,Nicholas,1468,3387,54
13211,Richard,828,4937,109
13212,James,790,4985,3
13213,Rachel,1063,4080,30
13214,Michael,1038,3384,130
13215,Amanda,1049,993,42
13216,Katie,765,3148,88
13217,Cheryl,814,2970,105
13218,Gloria,1815,724,26
13219,Dustin,1140,1382,93
13220,James,1669,4458,60
13221,Jeffrey,1523,2233,143
13222,Theresa,1322,1378,132
13223,Mitchell,1579,3794,132
13224,Ryan,767,3710,84
13225,Christopher,1921,3748,144
13226,Sara,879,3191,122
13227,Daniel,1158,3546,127
13228,Veronica,1719,4844,142
13229,Rebecca,1557,1040,24
13230,Tom,1673,846,139
13231,Ryan,1729,95,6
13232,Jennifer,1001,4180,135
13233,Dale,1988,3596,86
13234,Elizabeth,773,3694,12
13235,William,1635,3448,29
13236,Jason,1380,1337,71
13237,Michael,1735,4880,89
13238,Xavier,905,3891,0
13239,Michael,920,2103,70
13240,Rose,1814,4567,14
13241,Michelle,1606,1786,15
13242,Amber,1933,2982,66
13243,Thomas,1297,694,50
13244,Matthew,809,4201,56
13245,Suzanne,1708,2135,34
13246,David,1097,3080,30
13247,John,1789,3915,92
13248,Paul,781,715,126
13249,Isaac,1576,1160,112
13250,Laura,789,4430,37
13251,Todd,1090,1775,102
13252,Jennifer,1414,3504,79
13253,Jesse,943,4687,117
13254,John,1075,4864,85
13255,Jennifer,1559,3962,142
13256,Jessica,1053,4889,36
13257,Madeline,1731,195,34
13258,Felicia,1408,4862,40
13259,Mark,1769,2165,7
13260,Tiffany,1326,967,38
13261,Paul,1825,2690,144
13262,Laura,1231,2383,13
13263,Jacob,1457,1431,128
13264,Jennifer,929,2641,91
13265,Ricky,1944,400,58
13266,Susan,1359,3359,113
13267,Adrian,835,3842,97
13268,Amanda,1739,4735,131
13269,Matthew,1282,4472,141
13270,Carl,1360,4078,122
13271,Charles,1984,226,80
13272,Adam,1526,1944,56
13273,Isaac,1139,1635,128
13274,Tracy,1664,776,66
13275,Makayla,1865,1496,17
13276,Jessica,1761,715,132
13277,Michael,1085,3081,95
13278,Monique,1657,3655,75
13279,Paul,1760,1408,90
13280,Wendy,1095,4616,31
13281,Jeffrey,1805,2053,61
13282,Daniel,767,277,73
13283,Sherry,1279,3521,139
13284,Alisha,1510,1770,66
13285,Courtney,1883,402,63
13286,Christy,1404,4103,137
13287,Christopher,1373,4753,12
13288,Marvin,1919,4396,15
13289,Jack,1711,979,35
13290,Robert,1388,241,113
13291,Robert,985,1061,138
13292,Mary,1476,4583,95
13293,Sharon,1520,1501,12
13294,Caleb,1677,1990,39
13295,Kelly,1034,1405,11
13296,Darren,1046,960,51
13297,Derek,906,1064,118
13298,Rachel,1550,4889,73
13299,Andrea,777,379,142
13300,Rodney,1563,1907,137
13301,Katherine,1875,3526,103
13302,David,1501,182,77
13303,Jason,1571,251,77
13304,Travis,1173,1741,144
13305,Sandra,972,4638,126
13306,Andrea,1320,4925,74
13307,Stephanie,1306,1429,122
13308,Patrick,1119,826,40
13309,David,1343,2423,115
13310,Christopher,1331,3704,94
13311,Joseph,1345,2839,28
13312,Roberta,1543,3102,131
13313,Olivia,1792,980,49
13314,Brandon,1287,3165,78
13315,Jaclyn,1167,4930,58
13316,Adam,1848,4650,42
13317,Patrick,953,4148,107
13318,Andrea,887,2266,59
13319,Ian,1888,1685,116
13320,Pamela,1408,4474,93
13321,Haley,1002,4339,102
13322,Amanda,1318,1915,88
13323,Tammy,994,488,122
13324,Richard,1114,1953,107
13325,Michael,1952,1046,137
13326,Hector,1438,413,6
13327,Stephanie,1345,3895,54
13328,Cassidy,828,4961,125
13329,Andrea,1798,4034,140
13330,Destiny,1490,930,85
13331,Laura,1609,634,119
13332,Joshua,877,69,115
13333,William,1322,1469,63
13334,Anna,1693,2630,31
13335,Julia,987,4197,31
13336,Stephanie,1839,4081,8
13337,Taylor,1582,4774,73
13338,Jason,1365,685,37
13339,Mark,1292,4837,13
13340,Brittany,1739,696,26
13341,Michael,1237,1030,84
13342,Gina,1832,1358,98
13343,Jessica,1475,1690,141
13344,Nicole,1881,232,143
13345,Jared,894,1583,2
13346,Jennifer,1789,4501,83
13347,Dean,1343,3672,90
13348,Kenneth,1595,3030,1
13349,Marcus,1228,582,45
13350,Joshua,927,4971,90
13351,Kayla,831,3462,83
13352,Monica,1929,1330,12
13353,Michael,986,4461,11
13354,David,1795,2101,59
13355,Zachary,1809,4947,44
13356,Christina,1214,2665,131
13357,Angela,1005,4951,12
13358,Phyllis,1287,9,117
13359,Megan,823,1632,53
13360,Robert,1871,2140,54
13361,Melinda,1075,70,39
13362,Eddie,1421,918,131
13363,Michael,895,1835,119
13364,April,1898,4659,16
13365,Jessica,1064,3280,134
13366,Gregory,846,4447,36
13367,Kimberly,1764,764,12
13368,Summer,982,3933,78
13369,Jessica,1037,2065,132
13370,Jenna,1742,4034,130
13371,Loretta,1539,3177,7
13372,Robert,956,2794,139
13373,James,863,697,135
13374,Heather,1219,1617,60
13375,Jennifer,1663,3918,69
13376,Natasha,901,63,60
13377,Chris,1746,3525,5
13378,Rickey,1292,2291,75
13379,Erin,1139,2834,84
13380,Michael,1258,447,49
13381,Andrea,1531,1851,115
13382,Joel,982,4516,69
13383,Bob,1509,3446,46
13384,Julia,1709,4077,26
13385,Justin,1125,2447,112
13386,Paul,1928,239,60
13387,Amy,1010,90,118
13388,Matthew,1378,2339,38
13389,Mitchell,1521,3476,52
13390,John,1845,3774,99
13391,Jacob,1191,4307,2
13392,Lauren,1885,3073,1
13393,Todd,1184,2683,119
13394,Autumn,767,746,115
13395,Pamela,1760,725,109
13396,Elizabeth,843,2322,14
13397,James,1744,2863,69
13398,Calvin,974,4485,89
13399,Russell,1876,210,127
13400,William,1939,3596,24
13401,April,1187,946,94
13402,Pamela,1518,4176,134
13403,Michele,876,3732,29
13404,Janet,876,3621,10
13405,Lindsay,1195,3650,15
13406,Jillian,1346,3514,113
13407,Laura,1551,2994,6
13408,Donald,1160,4194,10
13409,Dylan,1497,4771,3
13410,Monica,1029,1742,116
13411,Linda,1201,2477,24
13412,Paula,802,4183,75
13413,Christopher,1003,544,134
13414,Jacqueline,1332,514,90
13415,Brittney,849,2273,70
13416,George,1602,768,73
13417,Paul,1894,1433,17
13418,Bradley,1170,999,37
13419,Brittany,1961,2093,106
13420,Katie,1847,3256,49
13421,Laura,1702,4612,111
13422,Andre,1303,2584,144
13423,Alejandro,1297,77,11
13424,Kelly,1315,3977,93
13425,Anne,1752,4042,60
13426,Mariah,2017,1080,116
13427,Alexander,1975,3867,111
13428,Catherine,1501,2664,133
13429,Matthew,1120,2560,124
13430,Christopher,1975,3265,20
13431,Karen,1321,1250,111
13432,Sabrina,1577,982,125
13433,Donald,1856,3252,18
13434,Erin,1119,2107,40
13435,Mathew,1395,3612,71
13436,Michael,1412,2153,14
13437,Xavier,1296,2099,113
13438,Jessica,1948,4697,108
13439,Savannah,782,3544,115
13440,Nicholas,883,2072,96
13441,Johnny,1609,1149,111
13442,Nicholas,1770,4630,95
13443,Melanie,1170,1841,0
13444,Ashley,1218,3496,69
13445,Lucas,1192,316,49
13446,Matthew,1259,2468,13
13447,Jonathan,2012,3709,94
13448,Albert,1723,376,85
13449,Jean,1056,3893,38
13450,Ian,923,808,102
13451,Carl,1567,3850,120
13452,Hannah,1468,1996,103
13453,Heather,1290,1373,141
13454,Nicholas,1786,654,7
13455,Lisa,881,2459,11
13456,Roberta,1380,3162,111
13457,Jared,1142,2164,33
13458,Kayla,1998,2267,94
13459,Brittany,1185,3798,134
13460,Misty,1795,2540,31
13461,Daisy,1371,308,139
13462,Debra,1639,2572,73
13463,Erica,1770,4822,44
13464,Morgan,930,2151,24
13465,Andrea,868,645,85
13466,Jenna,956,4515,45
13467,Thomas,1495,464,129
13468,Jonathan,977,1888,84
13469,Rachael,1056,469,29
13470,Heather,1589,634,144
13471,Gail,1084,4346,65
13472,Taylor,1356,4615,118
13473,Christopher,1451,638,21
13474,Kim,1554,2496,50
13475,Corey,1432,1518,25
13476,Christina,1438,3214,8
13477,Noah,1980,501,52
13478,Joy,1249,3258,27
13479,Briana,1637,1190,132
13480,Jody,1389,2302,84
13481,Kayla,1804,1296,42
13482,Shelly,1288,3976,134
13483,Kathryn,1834,68,135
13484,Gregory,1348,1993,96
13485,Lynn,1317,4299,5
13486,Breanna,1205,2253,76
13487,Juan,1077,4317,55
13488,Kurt,945,1563,77
13489,Nancy,1819,4889,114
13490,William,1796,3762,3
13491,Peter,1965,1110,141
13492,Deborah,964,4296,62
13493,Christopher,957,2996,20
13494,Kelly,1108,988,87
13495,Katherine,1377,1616,111
13496,Karen,783,4096,94
13497,Anthony,1325,1676,26
13498,Leslie,1879,926,78
13499,Shannon,1796,112,12
13500,Matthew,2006,4103,110
13501,Lauren,1890,2356,64
13502,Megan,1712,3314,37
13503,Sherry,928,2936,66
13504,Wanda,2014,954,19
13505,Tracey,1949,3086,30
13506,Bradley,938,1404,53
13507,Karen,1327,844,33
13508,Stuart,1599,1668,31
13509,Donna,805,3459,29
13510,Brandy,1007,4453,19
13511,Gary,1403,2386,141
13512,Joe,1147,1082,24
13513,Mary,1004,4900,141
13514,Michael,1547,924,105
13515,Ashley,1099,4947,44
13516,Derrick,1923,3998,107
13517,Tyler,1627,4618,7
13518,Kelly,878,1389,3
13519,Zachary,1989,4342,13
13520,Lisa,1756,2894,126
13521,Mary,868,1782,2
13522,Tracy,1071,3964,48
13523,Thomas,1803,1492,44
13524,Mary,788,3447,70
13525,Nicholas,776,551,67
13526,Jose,1798,2092,72
13527,Rebecca,1206,301,80
13528,Donna,859,1694,138
13529,Mandy,1324,1165,142
13530,Bethany,1999,3726,79
13531,Joshua,1284,1288,141
13532,Angela,1069,3039,54
13533,Nicholas,1503,1471,19
13534,Danielle,815,3916,94
13535,Gloria,1118,2005,86
13536,Brian,1648,1302,78
13537,Kimberly,1404,2394,89
13538,Margaret,1203,4690,13
13539,Kenneth,1461,4077,4
13540,Christina,1093,3177,80
13541,Harold,885,2605,93
13542,Vanessa,1710,2172,116
13543,Gregory,1820,663,13
13544,Jonathan,1089,3083,135
13545,Tyler,1796,3911,67
13546,Brittany,969,3033,86
13547,Austin,1226,3502,80
13548,Allison,1371,520,18
13549,Kimberly,1177,2839,135
13550,Jason,831,2548,13
13551,Melissa,1139,3766,33
13552,Barbara,1714,2698,16
13553,Lisa,1565,1557,116
13554,Edgar,1518,2879,135
13555,Jorge,1084,2981,11
13556,Jack,1976,3956,73
13557,Mark,1323,1642,54
13558,Jennifer,1297,2683,4
13559,Holly,835,859,129
13560,Karen,953,4313,28
13561,Alexander,1213,421,46
13562,Carl,1645,2203,74
13563,Kimberly,904,190,97
13564,Stacey,1367,4127,132
13565,Douglas,1768,4573,30
13566,Justin,843,561,144
13567,Samantha,1981,1772,51
13568,James,1260,3166,66
13569,John,1777,3220,8
13570,Jacob,1329,3588,72
13571,Mark,902,3557,61
13572,Matthew,825,3676,118
13573,Steven,1216,233,110
13574,Melinda,2012,2334,118
13575,Stacy,1258,3373,56
13576,Robert,1373,2065,91
13577,Casey,1897,4338,93
13578,Anthony,1461,2163,102
13579,Hannah,1212,2128,48
13580,Brian,1412,708,28
13581,Alexandra,850,2064,13
13582,Justin,1296,1993,8
13583,Hannah,1070,867,133
13584,Michelle,1841,3437,8
13585,Dustin,1248,833,23
13586,Elizabeth,861,264,69
13587,Steven,1678,3355,41
13588,Carlos,1760,3709,139
13589,Eric,1547,4730,102
13590,Corey,1864,4310,100
13591,Heidi,1570,2813,90
13592,Kim,1953,1745,98
13593,Tyler,1059,3820,20
13594,Bonnie,1692,4479,126
13595,Mark,1663,2534,139
13596,Cody,1603,2229,60
13597,Jennifer,1515,1297,83
13598,Heather,1617,847,127
13599,Jillian,1421,2643,79
13600,Melanie,1805,2653,57
13601,Duane,1774,1639,74
13602,Anthony,879,4006,127
13603,Courtney,1226,1078,52
13604,Clayton,1765,821,129
13605,Elizabeth,1193,1328,131
13606,Aaron,1858,3022,77
13607,Derrick,1809,2680,75
13608,Erin,1455,3462,56
13609,Kathleen,1047,505,89
13610,David,1236,4369,102
13611,Jamie,834,3952,143
13612,Calvin,1225,4470,143
13613,Daniel,1611,996,26
13614,Devon,1064,3948,110
13615,Patricia,1563,2629,129
13616,Desiree,1225,741,66
13617,Emily,1919,2453,124
13618,Melissa,1057,3232,78
13619,Morgan,1157,329,14
13620,Benjamin,1333,4640,103
13621,Jerry,867,2370,120
13622,Ian,1236,2853,6
13623,Jimmy,1356,646,136
13624,Kara,1862,1293,1
13625,Michael,1774,2508,128
13626,Allison,1628,1461,132
13627,Steven,1131,2003,65
13628,Andrea,1558,2508,48
13629,Amanda,893,2231,93
13630,Brandon,1619,1998,40
13631,Jordan,1914,1242,61
13632,Brianna,1077,4557,19
13633,Tamara,962,1550,74
13634,Logan,1827,3758,143
13635,Andrew,805,4717,115
13636,Denise,1076,4990,101
13637,George,848,453,67
13638,Ian,1921,3683,131
13639,Matthew,1328,3381,37
13640,Lee,1140,22,71
13641,Jacqueline,1297,4863,118
13642,Michelle,1207,1600,11
13643,Douglas,918,3166,141
13644,Samuel,976,1668,119
13645,Robert,1768,164,72
13646,James,1824,383,40
13647,Julie,1008,3555,128
13648,Monica,1198,3198,41
13649,Brad,1088,1770,32
13650,Christina,921,4693,68
13651,Bobby,1227,112,63
13652,Logan,983,983,44
13653,April,967,2665,14
13654,Sarah,1974,2959,129
13655,Charles,1484,1031,63
13656,Melissa,1251,2060,49
13657,Keith,1606,3004,104
13658,Jennifer,1680,929,123
13659,David,1356,3606,66
13660,Gail,944,4218,38
13661,Stephanie,823,1495,103
13662,Jessica,938,4868,114
13663,Mark,975,4439,5
13664,Eric,1604,1091,95
13665,Bailey,1470,3578,27
13666,Dorothy,784,4551,29
13667,Kristie,909,4267,143
13668,Hayden,2014,1920,144
13669,Jacqueline,1096,1665,91
13670,Phillip,1140,3658,51
13671,Matthew,1161,1889,30
13672,Cody,1726,2521,49
13673,Alexandra,909,2268,116
13674,Jamie,817,2601,137
13675,Amber,1724,1566,0
13676,Paula,1537,4747,135
13677,Michael,1285,1153,118
13678,Kevin,1272,1886,50
13679,Peter,1909,1061,40
13680,Keith,1862,1311,135
13681,Christine,2020,3035,96
13682,Jesse,785,2489,141
13683,Kimberly,1934,243,24
13684,Alison,889,2530,64
13685,John,1564,4187,70
13686,Adam,1276,1298,114
13687,Teresa,1972,3121,120
13688,John,960,4498,91
13689,Timothy,1174,2819,33
13690,Kari,1603,3130,107
13691,Shaun,1606,2906,108
13692,Carlos,1829,2284,51
13693,Kevin,1146,4658,110
13694,Jennifer,1879,4967,26
13695,Olivia,1455,1581,53
13696,Christopher,2004,2647,114
13697,Karen,990,4087,38
13698,Dalton,937,2059,137
13699,Jonathan,1574,2666,78
13700,Samantha,1348,4571,5
13701,Bryan,1184,991,23
13702,Teresa,1760,1724,82
13703,Rachel,1671,3684,57
13704,Stacy,1531,4941,115
13705,Michelle,1364,1061,92
13706,Joseph,972,4854,63
13707,Jared,1533,3092,123
13708,Chelsea,1179,2399,63
13709,Dana,1848,3451,6
13710,Brian,1892,1838,73
13711,Melvin,1954,2268,89
13712,Sierra,1179,2718,114
13713,Amanda,1348,35,3
13714,Jacob,863,90,38
13715,Patrick,1560,3830,48
13716,Mary,1315,2108,36
13717,Michael,1890,4079,13
13718,John,1219,2638,115
13719,Jessica,1903,4635,94
13720,Lori,879,1351,7
13721,Joanne,935,4402,142
13722,Rachel,894,659,134
13723,Kathryn,1473,3158,66
13724,Ronald,1450,1436,47
13725,Amanda,1307,2604,102
13726,Jeanette,1972,334,126
13727,Scott,1060,4529,99
13728,Michael,981,2740,13
13729,Earl,1874,3326,14
13730,Barbara,1354,4212,12
13731,Steven,1310,3437,25
13732,Jeffrey,976,1525,134
13733,Morgan,1682,2958,13
13734,Rebecca,1311,3883,40
13735,Taylor,1755,2135,24
13736,Charlotte,1798,2484,71
13737,Leonard,1501,3537,58
13738,Brent,1187,3690,71
13739,Jeremy,1550,1249,135
13740,Joshua,849,2522,6
13741,Christina,960,4784,93
13742,Ryan,1638,758,71
13743,Renee,1861,568,68
13744,Allison,1124,830,12
13745,Laura,1834,211,80
13746,Kenneth,1988,1904,105
13747,Rachel,817,2770,17
13748,Jacob,903,1612,125
13749,Douglas,1406,3021,90
13750,Jeffrey,1047,1641,19
13751,Karen,1085,1284,8
13752,Cameron,1732,363,52
13753,Mckenzie,1447,1540,96
13754,Travis,1226,4144,99
13755,Jeremy,1971,3872,59
13756,Diana,1989,3102,10
13757,Victoria,1488,3610,10
13758,Harry,930,434,122
13759,Christine,1765,1445,22
13760,John,1024,2043,81
13761,Dennis,848,178,130
13762,Charles,1992,3190,102
13763,Mary,1110,2275,63
13764,Jamie,894,2142,21
13765,Gary,1684,258,35
13766,Zachary,985,2361,111
13767,Sandra,1992,4159,29
13768,Melissa,1001,4865,135
13769,John,776,2191,55
13770,Ricardo,1694,1509,28
13771,April,1935,3702,102
13772,Dawn,1484,8,41
13773,Caroline,1141,40,30
13774,David,1362,2906,98
13775,Kevin,2022,2138,45
13776,Julie,1104,3894,88
13777,Lisa,1113,535,20
13778,Misty,1751,193,40
13779,Brent,1612,3377,80
13780,Amanda,942,4977,7
13781,Jason,1785,3734,42
13782,Kevin,1427,1769,144
13783,Robin,1330,414,142
13784,Christina,1386,2842,94
13785,Karen,878,4033,118
13786,Anna,1369,2821,13
13787,Justin,1326,3129,66
13788,Tina,1803,2801,11
13789,Jonathan,1923,2506,127
13790,Brandon,1658,137,95
13791,Linda,1532,1400,126
13792,Clayton,1118,1997,89
13793,Amanda,1319,4771,0
13794,Alison,1413,3046,96
13795,Anna,1923,4417,79
13796,Jodi,989,649,25
13797,Matthew,1115,2007,125
13798,Carla,1938,2073,81
13799,Robert,775,2490,129
13800,Gerald,814,3119,29
13801,Taylor,1660,2314,38
13802,Joseph,1853,452,83
13803,Jose,1141,2578,1
13804,Glenn,1377,508,23
13805,Todd,1003,86,46
13806,Emily,1484,3073,115
13807,Kari,1333,3196,137
13808,Michelle,807,1500,124
13809,Cameron,1502,3350,29
13810,Maria,1562,1835,65
13811,Margaret,2022,2256,92
13812,Amanda,1468,2293,46
13813,Scott,1230,2949,120
13814,Lorraine,1331,2048,50
13815,Brandi,1249,1050,117
13816,Jake,1881,3080,17
13817,Ashley,1860,1356,112
13818,Jonathan,1027,489,73
13819,Nicole,940,795,67
13820,Krista,1779,666,86
13821,Michelle,1726,182,38
13822,Alison,1223,1968,97
13823,Karen,1673,16,50
13824,Henry,1511,578,129
13825,Nicholas,1846,4384,82
13826,Michael,1416,4644,73
13827,Heather,1555,4170,70
13828,Luke,1033,865,64
13829,Barbara,1016,4775,9
13830,Catherine,1934,2337,63
13831,Carl,1164,3315,100
13832,Tyler,1283,3680,96
13833,Deanna,1727,1965,53
13834,Robert,768,1106,108
13835,William,1607,4250,141
13836,Lee,1104,295,83
13837,Nancy,1828,4109,14
13838,Kathleen,1318,3950,0
13839,John,1231,1997,22
13840,Tiffany,1515,1770,16
13841,Ashley,1090,1738,13
13842,Wendy,2010,3047,114
13843,Francis,1567,418,0
13844,Daniel,1382,4438,29
13845,Travis,1401,3840,1
13846,Jasmine,1800,3865,127
13847,Adam,1154,407,96
13848,Pamela,1589,3786,71
13849,Jacob,1129,3340,4
13850,Cassidy,1486,4911,128
13851,Timothy,1662,4003,114
13852,Rebecca,1434,4665,90
13853,Jennifer,1119,2716,90
13854,Danielle,948,1788,139
13855,James,1060,1926,96
13856,Jacqueline,1946,2208,72
13857,Brian,908,569,33
13858,Raymond,1065,4125,111
13859,Joseph,1175,2205,33
13860,Briana,1764,4436,3
13861,Michael,959,2237,66
13862,Karen,1621,4711,50
13863,Jonathan,1280,317,79
13864,Joseph,1411,633,69
13865,Cameron,1228,3833,16
13866,Zachary,1807,1969,20
13867,Kathleen,1454,1487,77
13868,Steven,1314,4060,60
13869,Mary,1892,2782,90
13870,Michele,773,47,99
13871,Samantha,1735,715,47
13872,Tammy,1339,2198,131
13873,Maria,1927,3210,100
13874,Noah,1451,4981,99
13875,Elizabeth,1417,4970,40
13876,Donald,1318,4318,94
13877,Holly,1805,2439,127
13878,Barry,1354,3895,27
13879,Miguel,1832,1995,98
13880,Michael,1432,1798,2
13881,Douglas,1913,408,51
13882,Kevin,972,567,38
13883,Evelyn,1770,3673,128
13884,Joshua,816,3814,98
13885,Susan,1959,3759,108
13886,Amanda,1862,2533,116
13887,Felicia,943,2238,37
13888,Jocelyn,1534,4358,114
13889,Edward,1760,3311,87
13890,Martin,1448,4662,142
13891,Kathy,958,3351,22
13892,Michelle,1653,572,69
13893,Katrina,1573,3476,71
13894,Melanie,1991,1458,99
13895,Megan,1860,2367,117
13896,Gabriella,913,1099,73
13897,Michael,795,1365,102
13898,Jeffrey,1201,4152,142
13899,Allison,1826,2528,32
13900,Erica,1098,421,98
13901,Tamara,1149,1808,137
13902,April,1696,1311,31
13903,Crystal,1142,4940,42
13904,Robert,1346,3253,75
13905,Anna,804,292,109
13906,Gregory,1747,1120,1
13907,Dana,1453,1966,28
13908,Nicole,1112,1347,99
13909,Ryan,1828,2065,132
13910,Scott,1855,2799,69
13911,Bryan,769,3370,125
13912,Rebecca,917,3889,143
13913,Erin,1835,4021,87
13914,Ashley,1239,2382,123
13915,Christina,910,1497,141
13916,Kevin,1244,1985,118
13917,Theodore,1495,70,132
13918,Nicholas,1041,3498,75
13919,Matthew,1032,1990,134
13920,Madison,1059,4732,126
13921,Annette,887,4793,126
13922,Brandy,1015,2498,122
13923,Monica,1860,4944,89
13924,Madison,1291,4825,11
13925,John,1019,4981,127
13926,Susan,1715,1308,31
13927,Tricia,1735,422,79
13928,Evelyn,1612,4932,114
13929,Michelle,1735,238,109
13930,James,1807,1143,3
13931,Nancy,1937,1185,11
13932,Michael,1065,3705,81
13933,Melissa,1036,3772,11
13934,Brooke,885,1496,6
13935,Rachel,1800,839,118
13936,Kelsey,2000,1934,135
13937,Yvonne,864,3309,83
13938,Jennifer,1313,1219,141
13939,James,826,1034,97
13940,Dana,1555,3833,16
13941,Anna,1736,3140,84
13942,Charles,983,4372,136
13943,Corey,1401,2823,143
13944,Katherine,1272,1994,59
13945,Jennifer,1875,3154,19
13946,Lori,1094,4882,75
13947,Eric,797,3235,113
13948,Joseph,1736,3991,12
13949,Stacey,1679,515,77
13950,Erin,1957,2003,117
13951,Barbara,1318,763,142
13952,Sergio,1411,2547,28
13953,Becky,1953,4709,133
13954,David,914,4832,102
13955,Kyle,900,2588,72
13956,Brandon,915,4153,79
13957,John,1658,4889,0
13958,Clifford,982,2884,9
13959,Pamela,886,3422,30
13960,Spencer,914,3981,95
13961,Matthew,1421,3472,10
13962,Jonathan,1964,3748,16
13963,Jessica,1007,1686,115
13964,Nathaniel,1926,256,10
13965,Jose,1060,3608,73
13966,Christopher,1559,3563,103
13967,Ryan,1454,2984,73
13968,Linda,1819,696,80
13969,Brian,915,4229,31
13970,Matthew,1607,3709,106
13971,Donald,1498,1577,111
13972,Scott,1278,2745,81
13973,James,1660,611,10
13974,Meghan,2005,2636,24
13975,Katherine,1430,4233,71
13976,Christopher,1379,2455,133
13977,Philip,1962,106,143
13978,Stanley,1347,265,94
13979,Michael,1265,1746,0
13980,Kayla,1421,226,26
13981,Walter,1861,1783,91
13982,Jerome,1230,1644,109
13983,Darren,1150,2793,115
13984,Linda,1342,1237,92
13985,Mark,2009,2146,0
13986,Brian,853,2475,106
13987,Whitney,935,2832,31
13988,Shirley,796,437,43
13989,Kyle,1424,4368,60
13990,Stacy,1159,968,3
13991,Patricia,1125,382,88
13992,Patrick,873,4947,98
13993,Mary,1421,3687,126
13994,Jordan,943,4388,37
13995,Samantha,1629,1692,134
13996,Phillip,1791,2470,4
13997,Regina,854,3775,63
13998,Jennifer,1082,4371,44
13999,Michael,1846,866,126
14000,Christopher,1028,37,65
14001,Gail,1348,349,36
14002,Diane,1043,3924,95
14003,Tammy,1959,3319,85
14004,Kimberly,942,2677,23
14005,Brady,1236,669,59
14006,Timothy,888,296,26
14007,Melissa,878,4936,110
14008,Amanda,1197,4312,74
14009,David,929,2696,103
14010,Maxwell,1565,3160,136
14011,Christopher,1738,3987,69
14012,Nicolas,1667,1748,96
14013,Deborah,1212,1097,80
14014,Margaret,1090,225,124
14015,Emily,1744,4983,120
14016,Billy,1258,2862,141
14017,Ronald,833,1783,71
14018,Janice,1480,2430,90
14019,Tiffany,929,1849,91
14020,Christina,1233,3870,69
14021,Paul,1793,2458,130
14022,Michael,1176,2956,55
14023,William,1412,1124,83
14024,Alan,1660,259,11
14025,Matthew,1470,4527,133
14026,Chad,937,3048,36
14027,Alicia,891,2524,75
14028,Emily,886,2232,38
14029,Catherine,1227,3601,36
14030,Deborah,807,4075,79
14031,Ryan,1914,2704,120
14032,Debbie,1473,4207,70
14033,Hannah,1199,2213,23
14034,Derek,1289,4783,126
14035,Arthur,1208,2312,115
14036,Kevin,1816,3114,125
14037,Gregory,1231,2439,95
14038,Crystal,1491,4677,95
14039,Kelsey,1410,522,28
14040,David,1254,1900,48
14041,Robert,1859,26,29
14042,Antonio,1312,1548,125
